,content,publish_time,s_publish_time,sentiment,1. open,2. high,3. low,4. close,5. volume,same_day_change,same_day_percentage_change,1_day_change,1_day_percentage_change,same_day_accuracy,1_day_accuracy
7,A “Kilimanjaro-like uphill climb” to hit profitability goals in the second half of the year.,2019-05-20T04:23:00.711Z,2019-05-20 00:00:00+00:00,0.0,202.8,206.0,195.25,205.36,20526195.0,2.5600000000000023,0.01262327416173571,-5.6699999999999875,-0.026868217788939885,0.0,-0.0
8,Stefan Moeller began this year with an ambitious target: to make his car-rental company Nextmove the biggest Tesla Inc. customer in Germany by adding 100 Model 3s to its fleet. He likened the electric car’s arrival on Europe’s shores to a tsunami washing over a region that’s been slow to embrace battery-powered autos.,2019-08-16T03:00:00.012Z,2019-08-16 00:00:00+00:00,1.0,216.66,222.24,216.02,219.94,5207376.0,3.280000000000001,0.015138927351610824,4.300000000000011,0.019940641810424875,0.015138927351610824,0.019940641810424875
9,"Elon Musk picked a glitzy event in Germany, a few hours’ drive from the birthplace of the internal combustion engine, to drop the news before some of the world’s biggest car bosses: Tesla Inc. plans to set up shop in their backyard.",2019-11-12T20:23:58.577Z,2019-11-12 00:00:00+00:00,-1.0,346.9,350.37,344.04,349.93,7359383.0,3.0300000000000296,0.008734505621216575,4.840000000000032,0.014025326726361254,-0.008734505621216575,-0.014025326726361254
10,Elon Musk last week called for a “hardcore” review of all the company’s expenses.,2019-05-21T09:37:00.725Z,2019-05-21 00:00:00+00:00,0.0,197.76,207.4,196.04,205.08,18003899.0,7.320000000000022,0.037014563106796225,-0.28000000000000114,-0.0013634592910011234,0.0,-0.0
11,Tesla Inc.’s share price was already nowhere near the necessary level to help convert its $920 million in bonds to stock. Elon Musk’s contentious tweets killed any last-minute hopes that a miracle rally was near.,2019-02-27T11:00:01.001Z,2019-02-27 00:00:00+00:00,1.0,301.78,316.295,300.55,314.74,11183908.0,12.960000000000036,0.04294519186162117,16.879999999999995,0.05667091922379641,0.04294519186162117,0.05667091922379641
12,"Tesla Inc.’s abrupt about-turn in the decision to shutter stores and slash prices raise questions about management decisions at the electric-vehicle maker, analysts covering the stock said.",2019-03-11T15:55:52.884Z,2019-03-11 00:00:00+00:00,-1.0,283.52,291.28,280.5,290.92,7392278.0,7.400000000000034,0.026100451467268745,6.78000000000003,0.02386147673681993,-0.026100451467268745,-0.02386147673681993
33,A former Tesla Inc. security manager told U.S. securities regulators that many employees knew of and doubted efforts to take the company private before Chief Executive Officer Elon Musk tweeted about them last year. The electric-car maker denied the claim.,2019-03-11T16:03:41.044Z,2019-03-11 00:00:00+00:00,-1.0,283.52,291.28,280.5,290.92,7392278.0,7.400000000000034,0.026100451467268745,6.78000000000003,0.02386147673681993,-0.026100451467268745,-0.02386147673681993
13,"Even for oft-volatile Tesla Inc., Thursday morning will go down as one of the more memorable roller-coaster rides.",2019-05-23T13:32:59.370Z,2019-05-23 00:00:00+00:00,0.0,194.34,199.465,186.22,195.49,26547142.0,1.1500000000000057,0.005917464237933548,2.7600000000000193,0.014320552067659476,0.0,0.0
67,Hedge funds like Millennium Management LLC and DE Shaw & Co. trimmed their exposure to Tesla Inc. just before the company’s latest drop during the second quarter wiped out roughly $16 billion in market value.,2019-05-23T16:52:40.188Z,2019-05-23 00:00:00+00:00,1.0,194.34,199.465,186.22,195.49,26547142.0,1.1500000000000057,0.005917464237933548,2.7600000000000193,0.014320552067659476,0.005917464237933548,0.014320552067659476
14,"Tesla Inc. Chief Executive Officer Elon Musk caught many employees by surprise with his announcement last week that the electric-car maker would close most stores and shift to online-only sales, according to three people familiar with the matter.",2019-03-05T01:53:40.781Z,2019-03-05 00:00:00+00:00,1.0,282.0,284.0,270.1,276.54,18764740.0,-5.4599999999999795,-0.019361702127659502,-8.819999999999993,-0.030908326324642577,-0.019361702127659502,-0.030908326324642577
95,"Tesla Inc.’s $35,000 Model 3 and online-only sales structure mean investors should give up on the idea of the company being to cars what Apple Inc. is to mobile phones.",2019-03-05T16:55:34.871Z,2019-03-05 00:00:00+00:00,0.0,282.0,284.0,270.1,276.54,18764740.0,-5.4599999999999795,-0.019361702127659502,-8.819999999999993,-0.030908326324642577,-0.0,-0.0
15,A Wall Street analyst who had a price target of $379 on Tesla Inc. a little more than a year ago held a private call with investors Wednesday to elaborate on why he thinks the stock may now be headed for as low as $10.,2019-05-22T20:27:10.523Z,2019-05-22 00:00:00+00:00,0.0,199.1,203.94,191.78,192.73,18685187.0,-6.3700000000000045,-0.031993972877950805,-12.350000000000023,-0.060220401794421785,-0.0,-0.0
51,Tesla Inc. senior managers and directors -- excluding Chief Executive Officer Elon Musk -- are on pace to collect the most money from selling the automaker’s stock in at least six years.,2019-05-22T15:40:56.528Z,2019-05-22 00:00:00+00:00,0.0,199.1,203.94,191.78,192.73,18685187.0,-6.3700000000000045,-0.031993972877950805,-12.350000000000023,-0.060220401794421785,-0.0,-0.0
16,Tesla Inc. short-sellers have taken a decisive lead in the perennial tug-of-war between bulls and bears on Wall Street.,2019-08-13T16:06:43.596Z,2019-08-13 00:00:00+00:00,1.0,228.81,236.0,227.55,235.0,4868998.0,6.189999999999998,0.02705301341724574,5.990000000000009,0.02615606305401519,0.02705301341724574,0.02615606305401519
17,"The re-escalation of the U.S.-China trade war is hitting Tesla Inc. shares hardest among major automakers, with investors betting it won’t be long before cars crossing the two countries’ borders are again subject to bigger tariffs.",2019-05-13T16:14:14.860Z,2019-05-13 00:00:00+00:00,-1.0,232.01,232.47,224.5,227.01,10834796.0,-5.0,-0.02155079522434378,-12.51000000000002,-0.0522294589178357,0.02155079522434378,0.0522294589178357
18,"For years, Tesla Inc. has hauled in revenue by selling credits to other carmakers that needed to offset sales of polluting vehicles to U.S. consumers. These sorts of transactions have largely been shrouded in secrecy -- until now.",2019-06-03T14:30:24.973Z,2019-06-03 00:00:00+00:00,0.0,185.51,186.68,176.9919,178.97,13064410.0,-6.539999999999992,-0.03525416419600017,-6.189999999999998,-0.03343054655433142,-0.0,-0.0
19,"Tesla Inc. surprised Wall Street with record second-quarter deliveries that beat estimates, easing concerns over waning demand for the company’s electric cars that had pressured shares so far this year.",2019-07-03T08:10:12.970Z,2019-07-03 00:00:00+00:00,-1.0,239.39,241.57,234.51,234.9,14201148.0,-4.489999999999981,-0.01875600484564928,10.349999999999994,0.04609218436873741,0.01875600484564928,-0.04609218436873741
20,"Tesla Inc. notified California that the job cuts Elon Musk announced earlier this month will include more than 1,000 workers in the electric-car maker’s home state.",2019-01-31T22:34:01.019Z,2019-01-31 00:00:00+00:00,-1.0,301.0,311.5636,294.0,307.02,12569245.0,6.019999999999982,0.019999999999999938,-1.75,-0.005667649059170277,-0.019999999999999938,0.005667649059170277
21,"""Call the Cybertruck a Hummer for the green millennial generation, really the ultimate virtue and vice signaling machine.""",2019-11-22T17:09:54.466Z,2019-11-22 00:00:00+00:00,0.0,340.16,341.0,330.0,333.04,16870642.0,-7.1200000000000045,-0.020931326434619014,-21.789999999999964,-0.06140968914691536,-0.0,-0.0
27,"Tesla Inc. Chief Executive Officer Elon Musk took to the stage late Thursday to reprise a familiar role: pitching a future vehicle to a throng of adoring fans. This time, it was the “Cybertruck” -- his name for Tesla’s new electric pickup.",2019-11-22T04:42:22.408Z,2019-11-22 00:00:00+00:00,0.0,340.16,341.0,330.0,333.04,16870642.0,-7.1200000000000045,-0.020931326434619014,-21.789999999999964,-0.06140968914691536,-0.0,-0.0
32,"Elon Musk unveiled Tesla Inc.’s eagerly awaited electric pickup truck on Thursday but it didn’t go as planned, ending with two smashed windows and the hashtag #cybertruck trending on Twitter for all the wrong reasons.",2019-11-22T05:34:34.034Z,2019-11-22 00:00:00+00:00,-1.0,340.16,341.0,330.0,333.04,16870642.0,-7.1200000000000045,-0.020931326434619014,-21.789999999999964,-0.06140968914691536,0.020931326434619014,0.06140968914691536
39,"Tesla Inc. slumped on Friday after the electric carmaker’s newly unveiled pickup truck elicited mixed response on Wall Street, with many analysts saying the “particularly futuristic” design may relegate it to niche vehicle status.",2019-11-22T13:45:30.623Z,2019-11-22 00:00:00+00:00,0.0,340.16,341.0,330.0,333.04,16870642.0,-7.1200000000000045,-0.020931326434619014,-21.789999999999964,-0.06140968914691536,-0.0,-0.0
22,"One of Tesla Inc.’s biggest fans among Wall Street brokers said the carmaker’s share price decline in 2019 has been “humbling,” slashing its price target by a quarter while still recommending investors buy the stock.",2019-06-21T07:09:15.577Z,2019-06-21 00:00:00+00:00,-1.0,216.22,222.18,215.5,221.86,8202078.0,5.640000000000015,0.02608454352048846,2.240000000000009,0.010199435388398292,-0.02608454352048846,-0.010199435388398292
50,"Workers at a major auto parts plant in Michigan are poised to return to work after a brief strike Friday, alleviating the threat of a supply disruption for carmakers Ford Motor Co., Tesla Inc. and Fiat Chrysler Automobiles NV.",2019-06-21T12:46:32.812Z,2019-06-21 00:00:00+00:00,-1.0,216.22,222.18,215.5,221.86,8202078.0,5.640000000000015,0.02608454352048846,2.240000000000009,0.010199435388398292,-0.02608454352048846,-0.010199435388398292
23,"Tesla Inc. and Panasonic Corp. are reportedly tempering expansion plans for the battery gigafactory they’ve plugged billions into the last few years, deepening concerns about demand for the carmaker’s electric vehicles.",2019-04-11T09:12:34.009Z,2019-04-11 00:00:00+00:00,-1.0,268.3,270.5,265.6,268.42,9835927.0,0.12000000000000455,0.00044726052925830986,-7.639999999999986,-0.02767514308483654,-0.00044726052925830986,0.02767514308483654
24,"Tesla Inc. shares dropped as much as 10 percent on Wednesday after the company reported fourth-quarter Model 3 deliveries just below estimates and said it would lower the price of its cars, prompting at least one analyst to flag the selloff as “overdone.”",2019-01-02T15:19:53.004Z,2019-01-02 00:00:00+00:00,1.0,306.1,315.13,298.8,310.12,11658648.0,4.019999999999982,0.01313296308395943,-22.680000000000007,-0.06814903846153852,0.01313296308395943,-0.06814903846153852
54,No sooner did Elon Musk put a raucous 2018 behind him than a new worry erupted for Tesla Inc.: a potential ceiling in demand for its cars.,2019-01-02T13:48:07.346Z,2019-01-02 00:00:00+00:00,-1.0,306.1,315.13,298.8,310.12,11658648.0,4.019999999999982,0.01313296308395943,-22.680000000000007,-0.06814903846153852,-0.01313296308395943,0.06814903846153852
25,"In a move that will surely delight his many European fans, Elon Musk said he is in Europe this weekend for the launch of the Tesla Model 3 and plans to visit Norway, the carmaker’s third-biggest market.",2019-02-09T14:29:39.571Z,2019-02-09 00:00:00+00:00,1.0,,,,,,,,,,,
26,"The blows keep coming for Tesla Inc., even as the shares have shed about a fifth of their value in the past month. The latest knock comes from Barclays analyst Brian Johnson, who said the company may be relegated to the status of a niche luxury carmaker.",2019-05-30T11:56:34.172Z,2019-05-30 00:00:00+00:00,1.0,188.75,192.255,187.02,188.22,7926475.0,-0.5300000000000011,-0.002807947019867556,-1.6400000000000148,-0.008637943748024957,-0.002807947019867556,-0.008637943748024957
28,"Tesla Inc.’s executive turnover is higher than major Silicon Valley-based technology companies and is particularly acute among those reporting to Chief Executive Officer Elon Musk, according to a Bernstein analyst.",2019-08-14T14:26:52.423Z,2019-08-14 00:00:00+00:00,0.0,231.21,231.5,216.69,219.62,9562591.0,-11.590000000000003,-0.050127589637126435,-15.379999999999995,-0.06544680851063833,-0.0,-0.0
90,"What do a luxury jeweler, a tech behemoth and a toymaker have to do with renewable energy?",2019-08-14T20:31:05.712Z,2019-08-14 00:00:00+00:00,0.0,231.21,231.5,216.69,219.62,9562591.0,-11.590000000000003,-0.050127589637126435,-15.379999999999995,-0.06544680851063833,-0.0,-0.0
29,"Tesla Inc.’s latest first quarter was “one of top debacles” ever seen in 20 years of covering tech stocks on the Street, Wedbush analyst Daniel Ives said on Thursday.",2019-04-25T12:17:30.677Z,2019-04-25 00:00:00+00:00,1.0,255.0,259.0,246.07,247.63,21849393.0,-7.3700000000000045,-0.028901960784313743,-11.03000000000003,-0.042642851619887234,-0.028901960784313743,-0.042642851619887234
30,"Tesla Inc. is reducing production of Model S sedans and Model X crossovers, adding to concerns about demand for the electric-car maker’s higher-priced and more profitable vehicles. The shares dropped on the news.",2019-01-23T17:34:31.366Z,2019-01-23 00:00:00+00:00,0.0,292.5,294.5,281.69,287.59,12529993.0,-4.910000000000025,-0.01678632478632487,-11.330000000000041,-0.0379031178910747,-0.0,-0.0
82,"Tesla Inc. shares dropped as much as 4.5 percent on Wednesday after the latest Wall Street analyst downgrading the stock said the company’s current valuation already considers overly lofty expectations, with at least one-third of the share price reflecting an “Elon premium.”",2019-01-23T12:50:22.842Z,2019-01-23 00:00:00+00:00,1.0,292.5,294.5,281.69,287.59,12529993.0,-4.910000000000025,-0.01678632478632487,-11.330000000000041,-0.0379031178910747,-0.01678632478632487,-0.0379031178910747
31,Tesla Inc. has stopped taking orders for vehicles on its website and redirected to a page teasing the announcement Elon Musk scheduled for this afternoon.,2019-02-28T20:30:52.784Z,2019-02-28 00:00:00+00:00,-1.0,318.92,320.0,310.81,319.88,10520653.0,0.9599999999999795,0.003010159287595571,5.139999999999986,0.016330939823346213,-0.003010159287595571,-0.016330939823346213
45,"Elon Musk is delivering on one big promise -- a $35,000 Model 3 -- while falling short on another: that Tesla Inc.’s days of losing money are over.",2019-02-28T22:04:54.772Z,2019-02-28 00:00:00+00:00,-1.0,318.92,320.0,310.81,319.88,10520653.0,0.9599999999999795,0.003010159287595571,5.139999999999986,0.016330939823346213,-0.003010159287595571,-0.016330939823346213
34,A climate-conscious Vermont utility is partnering with Tesla Inc. as it aspires to install battery systems in every home it serves.,2019-04-30T13:00:00.002Z,2019-04-30 00:00:00+00:00,0.0,242.06,244.21,237.0,238.69,9464628.0,-3.3700000000000045,-0.013922168057506422,-2.780000000000001,-0.011512817327204217,-0.0,-0.0
35,"There is plenty of demand in the U.S. for Tesla Inc.’s Model 3, and the sedan’s potential to win customers from mass-market competitors should counter concerns about the electric-car maker’s performance, analysts at Piper Jaffray said in a report.",2019-06-07T10:24:00.010Z,2019-06-07 00:00:00+00:00,1.0,205.0,210.8438,203.499,204.5,16003527.0,-0.5,-0.0024390243902439024,-1.4499999999999886,-0.007040543821315803,-0.0024390243902439024,-0.007040543821315803
36,"Elon Musk is cutting Tesla Inc.’s workforce by 7 percent -- or more than 3,000 jobs -- warning that the “road ahead is very difficult” in making electric cars more affordable for the mass market.",2019-01-18T10:17:53.282Z,2019-01-18 00:00:00+00:00,-1.0,323.0,327.1297,299.7301,302.26,24150763.0,-20.74000000000001,-0.0642105263157895,-45.05000000000001,-0.12971120900636324,0.0642105263157895,0.12971120900636324
76,The battle between Tesla Inc. and General Motors Co. for the most valuable U.S. carmaker is heating up.,2019-01-18T13:25:03.285Z,2019-01-18 00:00:00+00:00,-1.0,323.0,327.1297,299.7301,302.26,24150763.0,-20.74000000000001,-0.0642105263157895,-45.05000000000001,-0.12971120900636324,0.0642105263157895,0.12971120900636324
83,The Elon Musk who announced Tesla Inc. job cuts sounded a lot less bullish than the Musk investors have read or heard from lately.,2019-01-18T18:19:43.266Z,2019-01-18 00:00:00+00:00,-1.0,323.0,327.1297,299.7301,302.26,24150763.0,-20.74000000000001,-0.0642105263157895,-45.05000000000001,-0.12971120900636324,0.0642105263157895,0.12971120900636324
87,The perpetual tug-of-war between Tesla Inc.’s true believers and skeptics took a new turn Friday after the electric-car maker sparked a sell-off with its plan to cut thousands of jobs.,2019-01-18T16:30:13.046Z,2019-01-18 00:00:00+00:00,-1.0,323.0,327.1297,299.7301,302.26,24150763.0,-20.74000000000001,-0.0642105263157895,-45.05000000000001,-0.12971120900636324,0.0642105263157895,0.12971120900636324
37,"He sold his internet company for billions of dollars and then bet on an electric-vehicle startup, posting about it frequently on social media. He owns shares of Tesla Inc., drives its cars and is building a factory in China.",2019-03-22T13:19:58.344Z,2019-03-22 00:00:00+00:00,1.0,272.58,272.8,264.0,264.53,8745609.0,-8.050000000000011,-0.029532614278377035,-9.490000000000009,-0.03463250857601641,-0.029532614278377035,-0.03463250857601641
84,"Demand for Tesla Inc’s Model 3 sedan is expected to remain soft in the U.S. until the release of the lower-priced $35,000 model next quarter, Cowen analyst Jeffrey Osborne said.",2019-03-22T13:37:06.797Z,2019-03-22 00:00:00+00:00,-1.0,272.58,272.8,264.0,264.53,8745609.0,-8.050000000000011,-0.029532614278377035,-9.490000000000009,-0.03463250857601641,0.029532614278377035,0.03463250857601641
38,Tesla Inc. shares closed at the lowest level in almost 2 1/2 years after Elon Musk called for a “hardcore” review of all the electric-car maker’s expenses and an analyst warned of potentially severe fallout from a fatal crash involving Autopilot.,2019-05-17T15:47:08.278Z,2019-05-17 00:00:00+00:00,-1.0,221.96,222.24,208.92,211.03,17786666.0,-10.930000000000007,-0.04924310686610203,-17.30000000000001,-0.0757675294529847,0.04924310686610203,0.0757675294529847
40,"Tesla Inc. investors are underestimating how fast Model 3 demand is recovering as the automaker prepares to report second-quarter deliveries this week, according to JMP Securities.",2019-07-01T12:23:13.273Z,2019-07-01 00:00:00+00:00,-1.0,230.21,233.0995,226.28,227.17,8237964.0,-3.0400000000000205,-0.013205334260023545,3.7099999999999795,0.016602523941644964,0.013205334260023545,-0.016602523941644964
41,"Tesla Inc. Chief Executive Officer Elon Musk said he expects to grow the fleet of Tesla vehicles by 60-80% this year, after doubling it last year.",2019-06-11T22:57:19.250Z,2019-06-11 00:00:00+00:00,0.0,219.1435,220.9,213.5,217.1,11653537.0,-2.0434999999999945,-0.00932494005069735,4.219999999999999,0.01982337467117623,-0.0,0.0
42,"China is ordering carmakers to conduct checks on electric vehicles after cars made by Tesla Inc. and NIO Inc. caught on fire, spurring anxiety over the safety of battery-powered automobiles.",2019-06-17T13:45:39.532Z,2019-06-17 00:00:00+00:00,-1.0,215.48,227.0,214.27,225.03,12316803.0,9.550000000000011,0.044319658436977966,10.110000000000014,0.04704075935231722,-0.044319658436977966,-0.04704075935231722
43,"Elon Musk described autonomous-driving technology as “transformative” to Tesla Inc. in a call aimed at ginning up interest in the electric-car maker’s debt and stock offering of about $2 billion, according to two people who dialed in.",2019-05-02T21:30:05.306Z,2019-05-02 00:00:00+00:00,-1.0,245.52,247.13,237.72,244.1,18159339.0,-1.420000000000016,-0.005783642880417139,10.090000000000003,0.043117815477971,0.005783642880417139,-0.043117815477971
44,Tesla Inc. and Apple Inc. both suspect they were betrayed by driverless technology engineers who defected to the same Chinese startup.,2019-07-11T18:02:07.604Z,2019-07-11 00:00:00+00:00,-1.0,238.14,241.5,235.8,238.6,7514430.0,0.46000000000000796,0.0019316368522718063,-0.3199999999999932,-0.0013393604553825211,-0.0019316368522718063,0.0013393604553825211
46,"A Tesla Inc. Model 3 involved in a March 1 fatal crash in Florida was being driven by the vehicle’s semi-autonomous Autopilot system and the driver’s hands weren’t on the steering wheel, according to the National Transportation Safety Board.",2019-05-16T15:09:30.384Z,2019-05-16 00:00:00+00:00,-1.0,229.49,231.0,226.5,228.33,7483273.0,-1.1599999999999966,-0.005054686478713655,-3.619999999999976,-0.015606811812890586,0.005054686478713655,0.015606811812890586
47,The swath of initiatives Tesla Inc. unveiled Thursday is either a desperate move or a remarkably savvy strategy to adapt to a difficult market -- depending on who you ask on Wall Street.,2019-03-01T12:21:47.347Z,2019-03-01 00:00:00+00:00,-1.0,306.94,307.13,291.9,294.79,22911375.0,-12.149999999999977,-0.03958428357333674,-25.089999999999975,-0.07843566337376506,0.03958428357333674,0.07843566337376506
72,You can’t blame America’s teenagers for no longer congregating at the mall like generations past: There aren’t all that many stores left.,2019-03-01T15:31:56.277Z,2019-03-01 00:00:00+00:00,-1.0,306.94,307.13,291.9,294.79,22911375.0,-12.149999999999977,-0.03958428357333674,-25.089999999999975,-0.07843566337376506,0.03958428357333674,0.07843566337376506
48,"Tesla Inc. will soon unveil its Model Y crossover vehicle, and that’s prompting concerns about a potential cannibalization of sales at a time when investors are already worried about demand for the company’s cars.",2019-03-04T13:46:00.178Z,2019-03-04 00:00:00+00:00,-1.0,298.12,299.0,282.78,285.36,17096818.0,-12.759999999999991,-0.04280155642023343,-9.430000000000007,-0.03198887343532686,0.04280155642023343,0.03198887343532686
49,Hedge fund manager David Einhorn said he expects to make a profit off his short on Tesla Inc. as the electric-car maker faces a “stream of unending losses.”,2019-05-07T13:37:30.640Z,2019-05-07 00:00:00+00:00,0.0,256.8,257.21,245.1,247.06,10131408.0,-9.740000000000009,-0.03792834890965736,-8.280000000000001,-0.03242735176627243,-0.0,-0.0
52,The Trump administration has refused to spare Tesla Inc. from tariffs of 25% levied on the China-made computer “brain” and large center screen used on its Model 3 electric car.,2019-06-13T16:31:17.617Z,2019-06-13 00:00:00+00:00,-1.0,210.38,214.9,207.5103,213.91,8168260.0,3.530000000000001,0.016779161517254497,4.650000000000006,0.022221160279078722,-0.016779161517254497,-0.022221160279078722
53,"Tesla Inc. and its Chief Executive Elon Musk made some bold claims at the company’s investor day on Monday, but Wall Street analysts are far from convinced.",2019-04-23T14:21:19.430Z,2019-04-23 00:00:00+00:00,1.0,260.15,265.6,255.75,263.9,10943859.0,3.75,0.014414760714972132,1.1499999999999773,0.004376784015223567,0.014414760714972132,0.004376784015223567
55,"The good and the bad Elon Musk were on full display Wednesday, when Tesla Inc. released its much-awaited third-quarter delivery figures.",2019-10-02T20:39:20.774Z,2019-10-02 00:00:00+00:00,0.0,243.29,244.65,239.43,243.13,6256548.0,-0.1599999999999966,-0.0006576513625714028,-1.5600000000000023,-0.006375413788875739,-0.0,-0.0
56,Tesla Inc. agreed to change the way it advertises the Model 3 sedan in Germany by getting rid of fuel-savings claims the nation’s fair-competition watchdog said are misleading.,2019-03-06T21:20:46.482Z,2019-03-06 00:00:00+00:00,-1.0,276.48,281.5058,274.39,276.24,10335485.0,-0.2400000000000091,-0.0008680555555555884,-0.30000000000001137,-0.0010848340203949425,0.0008680555555555884,0.0010848340203949425
80,"Investors should temper expectations that Tesla Inc. will earn profits in China, Morgan Stanley analyst Adam Jonas wrote, adding that he’s cautious about the role the country will play in the carmaker’s long-term strategy and fundamental value.",2019-03-06T13:37:05.589Z,2019-03-06 00:00:00+00:00,-1.0,276.48,281.5058,274.39,276.24,10335485.0,-0.2400000000000091,-0.0008680555555555884,-0.30000000000001137,-0.0010848340203949425,0.0008680555555555884,0.0010848340203949425
57,Elon Musk saw $1.1 billion wiped from his net worth in the first two minutes of New York trading as Tesla Inc. shares sank as much as 11 percent.,2019-04-04T13:57:52.041Z,2019-04-04 00:00:00+00:00,1.0,261.89,271.2,260.59,267.78,23720729.0,5.889999999999986,0.022490358547481715,-24.03000000000003,-0.08234810321784736,0.022490358547481715,-0.08234810321784736
58,"The narrative around Tesla Inc. is the most cloudy that it’s been in years and signs of weakening demand have resurrected long-standing questions about the electric-vehicle maker’s ability to fund itself as an independent company, Morgan Stanley said.",2019-03-20T15:26:57.125Z,2019-03-20 00:00:00+00:00,1.0,269.69,274.97,266.3,273.6,6908224.0,3.910000000000025,0.014498127479699006,6.1299999999999955,0.022918458144838727,0.014498127479699006,0.022918458144838727
59,Tesla Inc.’s total delivery estimates for the full year were lowered at Robert W. Baird to reflect a slower-than-expected Model 3 ramp and moderating demand for Models S and X.,2019-04-17T12:28:20.849Z,2019-04-17 00:00:00+00:00,-1.0,274.75,274.79,268.535,271.23,5126468.0,-3.519999999999982,-0.012811646951774273,-2.1299999999999955,-0.007791922739244894,0.012811646951774273,0.007791922739244894
60,"T. Rowe Price Group Inc. sold almost half of its stake in Tesla Inc. during the fourth quarter, according to a regulatory filing.",2019-02-11T17:06:52.526Z,2019-02-11 00:00:00+00:00,0.0,311.6,318.6,310.5,312.84,7129713.0,1.2399999999999523,0.003979460847239898,7.039999999999964,0.02302158273381294,0.0,0.0
77,"For Tesla Inc. investors, the last year was all about whether the company could make enough cars at a stable rate. This year is going to be all about who would buy those cars.",2019-02-11T17:26:20.978Z,2019-02-11 00:00:00+00:00,1.0,311.6,318.6,310.5,312.84,7129713.0,1.2399999999999523,0.003979460847239898,7.039999999999964,0.02302158273381294,0.003979460847239898,0.02302158273381294
79,"The nascent electric vehicle market in the U.S. -- currently dominated by Tesla Inc. -- hasn’t been around long, but it’s already due for a disruption.",2019-02-11T19:41:52.869Z,2019-02-11 00:00:00+00:00,-1.0,311.6,318.6,310.5,312.84,7129713.0,1.2399999999999523,0.003979460847239898,7.039999999999964,0.02302158273381294,-0.003979460847239898,-0.02302158273381294
